id,name,region,population,latitude,longitude,avg_rent_usd,climate_score,sea_score,internet_score,safety_score,ecology_score,infrastructure_score,description,pros,cons,attractions,transport_info,education_info,healthcare_info,job_info,monthly_budget_usd,suitable_for,relocation_summary
77,Химки,Московская область,260000,55.8892,37.4450,560,6.1,2,9.0,7.1,5.4,8.2,Город ближнего Подмосковья рядом с Москвой,развитый рынок жилья; развитая инфраструктура; хороший интернет для учебы и удаленной работы,аренда выше среднего,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Химки связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",1008,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Химки стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
78,Таганрог,Ростовская область,250000,47.2362,38.8969,310,7.6,8,8.0,6.9,5.5,7.3,Южный город у Азовского моря,доступная аренда; близость к морю или крупной воде,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; морские прогулки и пляжные зоны,"Таганрог связан с другими населенными пунктами региона Ростовская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",730,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Таганрог стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
79,Комсомольск-на-Амуре,Хабаровский край,240000,50.5500,137.0070,320,3.8,2,8.0,6.8,5.0,7.4,Дальневосточный промышленный город,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Комсомольск-на-Амуре связан с другими населенными пунктами региона Хабаровский край; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",740,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Комсомольск-на-Амуре стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
80,Нижнекамск,Республика Татарстан,240000,55.6312,51.8144,300,5.2,2,8.2,7.0,4.7,7.5,Промышленный город на Каме,доступная аренда,есть экологические вопросы,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Нижнекамск связан с другими населенными пунктами региона Республика Татарстан; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",720,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Нижнекамск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
81,Нальчик,Кабардино-Балкарская Республика,240000,43.4853,43.6071,300,8.0,4,8.0,7.2,6.5,7.4,Зеленый кавказский город у гор,доступная аренда; приятная городская среда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; парки и природные места рядом с городом,"Нальчик связан с другими населенными пунктами региона Кабардино-Балкарская Республика; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",720,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Нальчик стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
82,Шахты,Ростовская область,230000,47.7085,40.2159,270,7.4,3,7.8,6.5,5.0,7.0,Город Восточного Донбасса с теплым климатом,доступная аренда,стоит внимательнее выбирать район,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Шахты связан с другими населенными пунктами региона Ростовская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",690,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Шахты стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
83,Дзержинск,Нижегородская область,220000,56.2376,43.4599,280,5.6,2,8.0,6.8,3.8,7.2,Промышленный город рядом с Нижним Новгородом,доступная аренда,есть экологические вопросы,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Дзержинск связан с другими населенными пунктами региона Нижегородская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",700,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Дзержинск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
84,Братск,Иркутская область,220000,56.1514,101.6342,300,3.6,3,8.0,6.8,4.5,7.4,Сибирский город у Братского водохранилища,доступная аренда,есть экологические вопросы,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Братск связан с другими населенными пунктами региона Иркутская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",720,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Братск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
85,Орск,Оренбургская область,220000,51.2293,58.4752,260,5.4,1,7.8,6.5,4.6,7.0,Промышленный город на Южном Урале,доступная аренда,есть экологические вопросы; стоит внимательнее выбирать район,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Орск связан с другими населенными пунктами региона Оренбургская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",680,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Орск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
86,Сыктывкар,Республика Коми,220000,61.6688,50.8357,330,3.8,1,8.2,7.2,5.8,7.6,Северный региональный центр с лесной природой,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Сыктывкар связан с другими населенными пунктами региона Республика Коми; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",750,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Сыктывкар стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
87,Энгельс,Саратовская область,220000,51.4989,46.1251,280,6.5,3,8.0,6.9,5.3,7.2,Город рядом с Саратовом на Волге,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Энгельс связан с другими населенными пунктами региона Саратовская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",700,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Энгельс стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
88,Благовещенск,Амурская область,240000,50.2907,127.5272,360,4.6,2,8.2,7.0,5.7,7.7,Дальневосточный город на границе с Китаем,развитый рынок жилья,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Благовещенск связан с другими населенными пунктами региона Амурская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",780,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Благовещенск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
89,Ангарск,Иркутская область,220000,52.5448,103.8885,290,3.9,2,8.0,6.9,4.6,7.2,Промышленный город Иркутской области,доступная аренда,есть экологические вопросы,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Ангарск связан с другими населенными пунктами региона Иркутская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",710,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Ангарск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
90,Старый Оскол,Белгородская область,220000,51.2966,37.8349,300,6.4,2,8.1,7.1,5.4,7.5,Город с металлургией и развитой застройкой,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Старый Оскол связан с другими населенными пунктами региона Белгородская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",720,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Старый Оскол стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
91,Королев,Московская область,220000,55.9163,37.8545,520,6.0,2,9.0,7.3,5.6,8.2,Наукоград Московской области,развитый рынок жилья; развитая инфраструктура; спокойные районы для жизни; хороший интернет для учебы и удаленной работы,аренда выше среднего,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Королев связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",940,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Королев стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
92,Великий Новгород,Новгородская область,220000,58.5215,31.2755,310,5.2,3,8.2,7.4,6.1,7.6,Древний город с сильным историческим наследием,доступная аренда; приятная городская среда; спокойные районы для жизни,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; парки и природные места рядом с городом,"Великий Новгород связан с другими населенными пунктами региона Новгородская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",730,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Великий Новгород стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
93,Мытищи,Московская область,260000,55.9105,37.7363,540,6.1,2,9.0,7.2,5.4,8.2,Город Московской агломерации с хорошей доступностью,развитый рынок жилья; развитая инфраструктура; хороший интернет для учебы и удаленной работы,аренда выше среднего,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Мытищи связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",972,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Мытищи стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
94,Псков,Псковская область,210000,57.8194,28.3318,290,5.4,3,8.0,7.2,6.0,7.3,Исторический город у западной границы,доступная аренда; приятная городская среда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; парки и природные места рядом с городом,"Псков связан с другими населенными пунктами региона Псковская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",710,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Псков стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
95,Люберцы,Московская область,230000,55.6765,37.8981,520,6.1,2,8.9,6.9,4.9,8.0,Плотный город ближнего Подмосковья,развитый рынок жилья; развитая инфраструктура; хороший интернет для учебы и удаленной работы,аренда выше среднего; есть экологические вопросы,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Люберцы связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",940,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Люберцы стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
96,Бийск,Алтайский край,190000,52.5394,85.2138,260,5.1,1,7.8,6.8,5.6,7.0,Город у предгорий Алтая,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Бийск связан с другими населенными пунктами региона Алтайский край; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",680,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Бийск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
97,Прокопьевск,Кемеровская область,190000,53.8605,86.7183,250,4.0,1,7.7,6.4,4.0,6.9,Шахтерский город Кузбасса,доступная аренда,есть экологические вопросы; инфраструктура развита неравномерно; стоит внимательнее выбирать район,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Прокопьевск связан с другими населенными пунктами региона Кемеровская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",670,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Прокопьевск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
98,Южно-Сахалинск,Сахалинская область,200000,46.9591,142.7380,620,5.0,8,8.5,7.2,6.3,8.0,Островной дальневосточный город,развитый рынок жилья; развитая инфраструктура; приятная городская среда; близость к морю или крупной воде,аренда выше среднего,центральная площадь; городская набережная или главный парк; исторический центр; морские прогулки и пляжные зоны,"Южно-Сахалинск связан с другими населенными пунктами региона Сахалинская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",1116,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Южно-Сахалинск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
99,Балаково,Саратовская область,180000,52.0278,47.8007,260,6.3,3,7.9,6.9,5.2,7.0,Промышленный город на Волге,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Балаково связан с другими населенными пунктами региона Саратовская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",680,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Балаково стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
100,Рыбинск,Ярославская область,180000,58.0485,38.8583,270,5.2,4,8.0,7.0,5.8,7.2,Город у Рыбинского водохранилища,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Рыбинск связан с другими населенными пунктами региона Ярославская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",690,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Рыбинск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
101,Армавир,Краснодарский край,190000,44.9892,41.1234,300,8.0,4,8.0,6.9,5.7,7.2,Южный город Кубани с теплым климатом,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Армавир связан с другими населенными пунктами региона Краснодарский край; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",720,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Армавир стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
